timestamp,trial,api_type,endpoint,latency_ms,size_bytes,status_code
2026-06-26T02:13:18.540042Z,2,GraphQL,pulls,655.73,4438,200
2026-06-26T02:13:20.697519Z,14,GraphQL,commits,681.96,33199,200
2026-06-26T02:13:22.881692Z,9,GraphQL,issues,844.53,5022,200
2026-06-26T02:13:25.228270Z,10,GraphQL,repo,536.1,249,200
2026-06-26T02:13:27.266058Z,12,REST,repo,615.32,7075,200
2026-06-26T02:13:29.383231Z,18,REST,repo,945.74,7075,200
2026-06-26T02:13:31.831098Z,22,GraphQL,issues,984.26,5022,200
2026-06-26T02:13:34.318347Z,6,REST,repo,688.27,7075,200
2026-06-26T02:13:36.508466Z,11,REST,pulls,1106.5,529050,200
2026-06-26T02:13:39.116954Z,15,GraphQL,commits,760.6,33199,200
2026-06-26T02:13:41.379755Z,20,GraphQL,repo,585.64,249,200
2026-06-26T02:13:43.467876Z,14,REST,commits,699.65,126535,200
2026-06-26T02:13:45.669471Z,6,REST,pulls,1369.96,529050,200
2026-06-26T02:13:48.541721Z,19,GraphQL,issues,681.61,5022,200
2026-06-26T02:13:50.725221Z,19,GraphQL,commits,659.68,33199,200
2026-06-26T02:13:52.887451Z,20,GraphQL,pulls,713.95,4438,200
2026-06-26T02:13:55.104267Z,2,REST,commits,615.25,126535,200
2026-06-26T02:13:57.222401Z,15,REST,commits,605.14,126535,200
2026-06-26T02:13:59.330294Z,27,GraphQL,issues,727.42,5022,200
2026-06-26T02:14:01.560365Z,24,GraphQL,commits,763.77,33199,200
2026-06-26T02:14:03.826194Z,5,GraphQL,pulls,617.08,4438,200
2026-06-26T02:14:05.945389Z,1,REST,commits,770.47,126535,200
2026-06-26T02:14:08.219284Z,8,GraphQL,pulls,666.3,4438,200
2026-06-26T02:14:10.392887Z,30,REST,repo,609.04,7075,200
2026-06-26T02:14:12.505196Z,3,REST,repo,920.96,7075,200
2026-06-26T02:14:14.929149Z,10,REST,commits,624.56,126535,200
2026-06-26T02:14:17.056003Z,2,REST,issues,798.77,134095,200
2026-06-26T02:14:19.358018Z,28,GraphQL,commits,708.52,33199,200
2026-06-26T02:14:21.569724Z,13,GraphQL,repo,504.26,249,200
2026-06-26T02:14:23.576375Z,26,GraphQL,issues,632.61,5022,200
2026-06-26T02:14:25.710937Z,28,GraphQL,repo,580.91,249,200
2026-06-26T02:14:27.793568Z,22,REST,issues,839.26,134095,200
2026-06-26T02:14:30.134978Z,9,REST,repo,638.74,7075,200
2026-06-26T02:14:32.275713Z,27,REST,pulls,853.62,529050,200
2026-06-26T02:14:34.631351Z,18,GraphQL,pulls,638.04,4438,200
2026-06-26T02:14:36.772708Z,20,REST,repo,1243.49,7075,200
2026-06-26T02:14:39.518328Z,5,GraphQL,commits,731.7,33199,200
2026-06-26T02:14:41.753039Z,14,REST,repo,641.08,7075,200
2026-06-26T02:14:43.896372Z,19,REST,issues,831.68,134095,200
2026-06-26T02:14:46.230423Z,2,GraphQL,commits,665.65,33199,200
2026-06-26T02:14:48.398344Z,30,REST,commits,807.35,126535,200
2026-06-26T02:14:50.707785Z,26,REST,repo,626.61,7075,200
2026-06-26T02:14:52.837860Z,19,GraphQL,repo,575.82,249,200
2026-06-26T02:14:54.919869Z,17,GraphQL,commits,644.5,33199,200
2026-06-26T02:14:57.068054Z,19,REST,repo,640.25,7075,200
2026-06-26T02:14:59.211462Z,24,GraphQL,repo,592.53,249,200
2026-06-26T02:15:01.306245Z,6,GraphQL,issues,625.57,5022,200
2026-06-26T02:15:03.435331Z,2,GraphQL,issues,657.0,5022,200
2026-06-26T02:15:05.594290Z,4,REST,repo,627.13,7075,200
2026-06-26T02:15:07.723385Z,24,GraphQL,pulls,579.22,4438,200
2026-06-26T02:15:09.805963Z,12,REST,issues,833.57,134095,200
2026-06-26T02:15:12.141676Z,10,GraphQL,pulls,630.66,4438,200
2026-06-26T02:15:14.274885Z,3,GraphQL,issues,658.33,5022,200
2026-06-26T02:15:16.435547Z,23,GraphQL,repo,533.47,249,200
2026-06-26T02:15:18.472091Z,27,REST,issues,878.81,134095,200
2026-06-26T02:15:20.853919Z,30,GraphQL,pulls,644.95,4438,200
2026-06-26T02:15:23.002208Z,21,REST,pulls,938.58,529050,200
2026-06-26T02:15:25.443679Z,5,GraphQL,repo,502.18,249,200
2026-06-26T02:15:27.448469Z,1,REST,repo,686.73,7075,200
2026-06-26T02:15:29.638356Z,3,REST,pulls,923.4,529050,200
2026-06-26T02:15:32.064769Z,11,GraphQL,repo,536.22,249,200
2026-06-26T02:15:34.103074Z,17,GraphQL,repo,542.38,249,200
2026-06-26T02:15:36.147349Z,30,GraphQL,repo,528.45,249,200
2026-06-26T02:15:38.179015Z,22,GraphQL,repo,560.15,249,200
2026-06-26T02:15:40.241849Z,8,REST,commits,644.85,126535,200
2026-06-26T02:15:42.389664Z,21,GraphQL,repo,532.4,249,200
2026-06-26T02:15:44.425197Z,23,GraphQL,issues,592.68,5022,200
2026-06-26T02:15:46.522059Z,18,REST,issues,911.18,134095,200
2026-06-26T02:15:48.935454Z,26,GraphQL,pulls,1233.35,4438,200
2026-06-26T02:15:51.671162Z,7,GraphQL,pulls,640.5,4438,200
2026-06-26T02:15:53.815838Z,9,REST,issues,869.91,134095,200
2026-06-26T02:15:56.188433Z,27,GraphQL,pulls,683.91,4438,200
2026-06-26T02:15:58.375725Z,15,REST,pulls,945.46,529050,200
2026-06-26T02:16:00.824741Z,12,GraphQL,issues,630.65,5022,200
2026-06-26T02:16:02.958800Z,26,GraphQL,repo,550.96,249,200
2026-06-26T02:16:05.012888Z,17,REST,repo,614.85,7075,200
2026-06-26T02:16:07.130963Z,8,REST,repo,697.64,7075,200
2026-06-26T02:16:09.331765Z,25,GraphQL,repo,760.84,249,200
2026-06-26T02:16:11.596970Z,22,REST,pulls,876.42,529050,200
2026-06-26T02:16:13.975844Z,18,REST,pulls,961.79,529050,200
2026-06-26T02:16:16.440188Z,22,GraphQL,pulls,584.12,4438,200
2026-06-26T02:16:18.526697Z,9,REST,pulls,948.41,529050,200
2026-06-26T02:16:20.977159Z,16,GraphQL,repo,506.9,249,200
2026-06-26T02:16:22.987067Z,29,REST,issues,757.41,134095,200
2026-06-26T02:16:25.246289Z,18,GraphQL,repo,557.99,249,200
2026-06-26T02:16:27.307701Z,7,REST,commits,594.23,126535,200
2026-06-26T02:16:29.405633Z,11,REST,repo,623.31,7075,200
2026-06-26T02:16:31.532631Z,24,REST,issues,782.9,134095,200
2026-06-26T02:16:33.818933Z,29,GraphQL,pulls,647.71,4438,200
2026-06-26T02:16:35.969881Z,3,GraphQL,pulls,619.32,4438,200
2026-06-26T02:16:38.092523Z,17,REST,pulls,882.93,529050,200
2026-06-26T02:16:40.478533Z,22,GraphQL,commits,658.99,33199,200
2026-06-26T02:16:42.641096Z,14,REST,issues,962.41,134095,200
2026-06-26T02:16:45.106618Z,11,GraphQL,pulls,587.87,4438,200
2026-06-26T02:16:47.197191Z,20,REST,commits,617.69,126535,200
2026-06-26T02:16:49.317357Z,29,REST,pulls,876.55,529050,200
2026-06-26T02:16:51.696586Z,2,GraphQL,repo,637.93,249,200
2026-06-26T02:16:53.836471Z,9,GraphQL,commits,660.5,33199,200
2026-06-26T02:16:56.000602Z,8,REST,pulls,867.15,529050,200
2026-06-26T02:16:58.370848Z,4,GraphQL,pulls,584.62,4438,200
2026-06-26T02:17:00.458195Z,10,REST,repo,600.65,7075,200
2026-06-26T02:17:02.562940Z,1,GraphQL,repo,505.15,249,200
2026-06-26T02:17:04.571724Z,10,GraphQL,issues,626.94,5022,200
2026-06-26T02:17:06.700749Z,24,GraphQL,issues,600.75,5022,200
2026-06-26T02:17:08.804575Z,17,GraphQL,issues,670.27,5022,200
2026-06-26T02:17:10.976455Z,5,REST,issues,957.83,134095,200
2026-06-26T02:17:13.437516Z,10,REST,pulls,862.31,529050,200
